index,text,raining,raining_station,relevance_hand
20411,@OliveBranchFood found our new favourite olive: your green stuffed with sun dried tomato #nomnom,0.0,0.0,1
20412,freaking london is raining. where my snow at?,1.0,1.0,1
20413,@RenegadeTriTeam free run session in the woods. Lovely sunny morning and kept warm and speedy with pre @TrueStartCoffee shot https://t.co/FGkEEC3UtU,0.0,0.0,1
20414,"freedom lies in being bold

.

#london #londres #skygarden #landscape #girl #sunny #towerbridge… https://t.co/3nWlBzJP3l",0.0,0.0,1
20415,@GWinLondon freezing and need to escape to island of sunshine ☀️,0.0,0.0,1
20416,@Chr1sHall freezing cold though. The sun was lovely though 😀,0.0,0.0,1
20417,10-30am 24/01/17 freezing fog starting to lift and the warm glow of the sun starting to defrost… https://t.co/LBldA8gUyo,0.0,0.0,1
20418,#uksnow frequent hail showers here NE26. #pleasesnow https://t.co/s5Finp5Lls,1.0,0.0,1
20419,@LittleMiss1991 friday snow day pleeaaaase,0.0,0.0,1
20420,"@HoultElly friend did, snow boarding. Not great news…took her weeks. Had a pillow for work to sit. That may have been an extreme injury.",0.0,0.0,1
20421,@LilianGreenwood friend of mine down here had to go St Mary's Paddington last sun- patients being treated in waiting room. Horrific.,0.0,0.0,1
20422,@StormHour from Tuesday night. The deep colour of the hidden sun. Graveley Herts UK. https://t.co/QlKhsKaHH5,0.0,0.0,1
20423,#GoodMorning from a beautiful #snow❄️ covered Paddock #smallholding #northumberland @ Prudhoe https://t.co/L41iZYlrMK,0.0,0.0,1
20424,@Shuttleworth_OW from a foggy January morning to sunny warm evenings https://t.co/3XLRM3gQh1,0.0,0.0,1
20425,#londoneye from across the #River #thames #cloud #sunny #day #dusk #London #uk #blue #sky… https://t.co/n3InpOWO9D,0.0,0.0,1
20426,#HAPPYNEWYEAR 🎆🎆2017🎆🎆 from chilly but sunny Somerset ☀ 👍👌😁 https://t.co/QPXbG6O7Qb,0.0,0.0,1
20427,"#views from my bedroom window at Christmas! 👀
.
.
.
#Sunny #Scotland #WTF? #scottishborders… https://t.co/juAiekfESe",0.0,0.0,1
20428,#goodnight from #Liverpool 🌞🌛⭐️🔥 #sunset #anfield #sky #sun #night #nighttime #tuesday #endofday… https://t.co/QhAsaqam9r,0.0,0.0,1
20429,@mcwatt @davidsoho1 @YouTube @danwootton from the sun!! Eeeekkk!!! We will c this tomorrow night!!!! 🙊🙊🙊🙊🙊,1.0,0.0,1
20430,"@Goolie6 from what I can see highest tides are expect on evenings on Fri, sat, sun, is that correct?",1.0,0.0,1
20431,"front door. It's hard for me not to resonate with that in some way. 
Plus it's set in sunny San Francisco- and there's pride flags and...",1.0,1.0,1
20432,"❄️☀️frosty and sunny, perfect for football at Pownall this morning. Put on an extra layer and play! https://t.co/aFe5BzDXG2",0.0,0.0,1
20433,@ianfreudian 3ft of snow and they go for walks. Sick is what it is.,0.0,0.0,1
20434,2ft of snow today https://t.co/gmSciPjB5m,0.0,0.0,1
20435,@LAmericasNews fuck it. HAIL MARY tenner on 0-0 at 25/1 at the Bridge.  Lets go you  boring Hull mutants!  park that bus,0.0,0.0,1
20436,@tbhchilling fuckin hate snow,0.0,0.0,1
20437,@Kristov086 fuckin snow on the way in manchester#Godsland,1.0,1.0,1
20438,"fuckin tru,, touch my thunder thighs n i'm yours https://t.co/P22rdQCbvh",0.0,0.0,1
20439,fucking hate snow,1.0,1.0,1
20440,fucking hate snow and driving in it is the worse😩,1.0,1.0,1
20441,@Daisy_dor @TerenceTerrier full on rain here pals. Fink we going full on snorkel and flippers,1.0,1.0,1
20442,@EveningNews fun at work today...any excuse to be outside in the snow https://t.co/GTDlLo307z,0.0,0.0,1
20443,@seaview_ps fun in the snow #loveourschool https://t.co/y8IVfkhQlm,0.0,0.0,1
20444,fun in the snow what players can you spot? https://t.co/CP2id0kACr,0.0,0.0,1
20445,@FaithandHarry fun in the sun absolutely ❤😍🙏🙌🌞,1.0,0.0,1
20446,@GMB fun up here in newcastle look at that snow &amp; all that space going to be fun tonight woooohooo 👍👍👍 https://t.co/gD0JO0N8ma,1.0,0.0,1
20447,@scillybirder @LichtiesNews @DrBeattie23 game def on. It's a tropical sunny day in Arbroath so remember the sun block.,0.0,0.0,1
20448,U18 game vs @highlandrfc on Saturday has been cancelled. #snow,0.0,0.0,1
20449,#botanical gardens in Oxford still in bloom despite #snow #free https://t.co/30SPNm7DLj,1.0,0.0,1
20450,@TD_Scarborough_ @lindasfjones 😂😂😂😂😂 get the snow plough out,0.0,0.0,1
20451,"@ablmao get this every  year, every year we have someone knock on our door to evacuate us, and every time we ignore them and it dont flood x",1.0,0.0,1
20452,@Timbers_Jim @racing_m8 get to a spoons or a sam smiths for the only cheap booze in sunny London,1.0,0.0,1
20453,getting a little bit of snow outside if it was heavy i'll be thrilled😀,0.0,0.0,1
20454,@GavinFree getting the thunder snow warning your way as well?,1.0,1.0,1
20455,@TGCRunning @yc_leisure @yorkshire_dales @NYSCoachVol @WomensRunning giddy #run partner exhilarating snow #Wensleydale @SBWensleydale https://t.co/6WlUgrZgr6,0.0,0.0,1
20456,@89Jonnyburgess 😂 gin an I will let you do it seeing as though yours was vegas and not sunny beach or maga or sumit haha,0.0,0.0,1
20457,@AmiPlays glad there's no snow here yet....,0.0,0.0,1
20458,glad to be working local ready for when/if the snow hits ❄️,1.0,0.0,1
20459,@nutmeg_girl @ladyyeoman @chuckdeer1 glad we didn't have to dance on cobbles or suffer the rain,0.0,0.0,1
20460,"#Mud, glorious mud! And some rare #british #winter #sun on the #tamar #tavey #estuary, #devon.… https://t.co/TEW1LWcOVl",1.0,0.0,1
20461,gna make it rain in h&amp;m vouchers when i go in and recycle all this shit 🙌,0.0,0.0,1
20462,"@theterrywalton go for it,bit of thumb peg  in that snow  though....",0.0,0.0,1
20463,@NancHowell go in the snow. I did!!,0.0,0.0,1
20464,@MattOnHeart @VicOnHeart go to Bulgaria or Lapland.  Plenty of snow there.,0.0,0.0,1
20465,@ThaJabberwock go to London it's the same thing but replace desert with rain and also everyone hates you,0.0,1.0,1
20466,1 goal in 3 hrs v 2nd Division side. All hail Klopp.,0.0,0.0,1
20467,"@eddymott @ovationchris goes without saying - where there's umbongo, there's vimto and Capri sun 👌🏼",0.0,0.0,1
20468,"@BBCNews going all out here, to show how treacherous an inch of snow / ice can be on road &amp; path... We know, already!! We're more than 5!!",1.0,0.0,1
20469,"@BBCNews going ape cause there's some snow forecast for London later. Snow anywhere else, they just leave it to the forecast alone.",0.0,0.0,1
20470,going inland on the train in rain and fog. if this ain't woman in black then I dunno what is. where is my bicycle.,0.0,0.0,1
20471,@jayne_orr @DJacko79 @GrahamRBates going to be a cold one at the KP tomorrow night fingersx the snow stays away! Have a good one💙⚽⚽💙,1.0,0.0,1
20472,#moon going to bed this morning #Suffolk before the #snow @ Travel With Jules https://t.co/cSc619u5Rf,1.0,1.0,1
20473,@Myboysmum going to do some training in the sun in readiness ☀️☀️☀️,0.0,0.0,1
20474,@WLR_CC going to rain mate 😂😂,0.0,0.0,1
20475,golden brown texture like sun,0.0,0.0,1
20476,@logan_the_best_ gonna get sun burnt lol,0.0,0.0,1
20477,@Jordphilpott1 gonna smash bowls in the warm while its chucking down with snow https://t.co/Rc2mNP3wLw,0.0,0.0,1
20478,@vc10winner good day my friend Nina how are you its raining here today ☔💧☔💧☔💧☔💧☔💧☔💛,1.0,0.0,1
20479,@vc10winner good day my friend Nina how you feeling today its very cold here today we may get snow tonight ❄❄❄❄❄✨💛,0.0,0.0,1
20480,@vc10winner good day my friend hope you are well we have some snow ❄❄❄❄❄❄❄❄❄❄❄,1.0,1.0,1
20481,@NoraBagend @corneliagracchi @LaurelHounslow @oh_grow_on good evening Nora &amp; all it's rain here all day but I'm warm with my boys x,0.0,0.0,1
20482,@newtonabbothour good evening all how is everyone - the theme seems to be #SnowWatch this evening - who's wants snow?,0.0,0.0,1
20483,"#Safarilive good evening all,nice rain ☔ https://t.co/IkRP6V0R9W",0.0,0.0,1
20484,#ScotEdChat good evening from here in rural Argyll. Snow on road home pretty bad tonight.,0.0,0.0,1
20485,"@fltsteve good evening is all well, did you get any snow ❄",0.0,0.0,1
20486,@LondonSnowWatch good for snow in the Highlands though... unless I'm mistaken? Lol,0.0,0.0,1
20487,@abrahams1985 good going! We haven't had any rain in Dawlish today,0.0,0.0,1
20488,good job #Hartlepool has a breakwater. The Heugh is getting a battering again. #Flood defence is #essential https://t.co/ZOOQ24k7Zx,0.0,0.0,1
20489,@bpackingbongos good job there was a lot of snow to cool them down 😌,0.0,0.0,1
20490,@DeanCollins73 @VotingRed - good job we did the leaflets y'day my car is buried under several inches of snow this morning! https://t.co/ORVkbUj8hT,0.0,0.0,1
20491,@WalsallCouncil good job you don't live in Canada where they have proper snow. Get a grip😂😂,0.0,0.0,1
20492,@mattbrophoto good luck...Gregs Hut may be nice with snow on,1.0,1.0,1
20493,"@_RunningHappy good luck! I'm still in denial about the snow, I don't want it so I've decided it's not going to happen.",0.0,0.0,1
20494,"@RossFisher good luck this week mate, play well, enjoy the sun",0.0,0.0,1
20495,@GothGirl51 good luck with the snow.,0.0,0.0,1
20496,@AndyGee10 @theangryagent good morning Andy. Just got your update. Not surprising. As I said keep an 👀. Prob use snow as excuse #hottoddy,1.0,0.0,1
20497,"@BhamDonkeys @nuttiecrunch  good morning Bob &amp; Lob, hope the weather is better with you -  than the rain I've got ! ❤️❤️",1.0,1.0,1
20498,@brianmoore1 good morning Brian another sunny day is the year 2012 from the guys @ Micheal's Cafe South Shields,0.0,0.0,1
20499,@brianmoore1 good morning Brian it's a bit chilly out but all the snow is vanishing the year is 2010 the gang at Micheal's cafe,0.0,0.0,1
20500,@CharmaineWHU good morning Charmaine mind the snow coming ⚒,0.0,0.0,1
20501,@Simmons2K good morning Sue. no snow here not even a dusting. Relief!:-)x,0.0,0.0,1
20502,@SunshineDebb good morning debbie hope you are ok have a lovely Sunday xx😊😊🐶🐶🐧🍳🍳🍵☕☕🌞🌞🌝,0.0,0.0,1
20503,"@Travel_InspLtd @Beachcomber_ good morning, due snow here today so you enjoy ❄️❄️❄️❄️",0.0,1.0,1
20504,good morning everyone and have a happy New Its Always Sunny day,0.0,0.0,1
20505,@RadioCityLeanne @RadioCity967 good morning from sunny Bolton listening online . Feeling very Brian Potter today x x,0.0,0.0,1
20506,@klotylda69 good morning 🤘 have you got snow ❄,1.0,0.0,1
20507,"@metoffice good morning, how much snow will Crawley in West Sussex get, I have carers comming tommorrow and a shopping call",0.0,0.0,1
20508,good morning it's a beautiful day for a light dusting of snow and andrew garfield kissing men,1.0,0.0,1
20509,@LeonAndJune good morning we have frosty snow here not slot but it's soooooo cold xx https://t.co/yByYOAY2IS,0.0,0.0,1
20510,@corneliagracchi @LaurelHounslow @oh_grow_on @NoraBagend good night from Sunny Bank sleep well everyone. X https://t.co/I6g2CjzLDk,0.0,0.0,1
20511,@AbbyVx good night from me anyway as sun comin up ..see u next yr 😙,1.0,0.0,1
20512,"@hanworden 5 good reasons to go to Lloret
1.It's got a great beach
2.The sun should shine
3.It's got a great beach
4.The sun should shine
5",0.0,0.0,1
20513,#Nice #Auron #skiing2016 good snow this year @BrodieHayward @erinmairhayward @SionHayward https://t.co/5Nc9t3vmgm,0.0,0.0,1
20514,@mrjakehumphrey @ChrisMoyles @btsport good suggestion jakey! Rain and out of the cup! #misery,1.0,1.0,1
20515,@JackieFiddler  good that you didn't get much snow hope that's it for the winter. I so don't do cold roll on summer.Stay warm lovely ❄🔥😊xx,0.0,0.0,1
20516,"@rightmove good to have something cheerful to talk about on this Friday the 13th too! (instead of bad luck, snow, gales &amp; tidal surges haha)",1.0,1.0,1
20517,@Saalbach_ski good to hear the snow's falling- will be with you on Jan 28th!,0.0,0.0,1
20518,@FVSantorelli good to see that my friend! #HAIL!,0.0,0.0,1
20519,@allyrudd_times good to see ye on the sun supp again alyson,0.0,0.0,1
20520,@titchfieldhaven good views of the snow bunting today @amythebirder https://t.co/X0QzPg405s,0.0,0.0,1
20521,"@CameronMcNeish good you got decent weather in; windy weather this week. We'd lots of mild, sunny weather over festive period in Kippford 👍😊",0.0,0.0,1
20522,@laura_and_mr_b goody! We is ok. I want nicer weather so I can feel sun on me furs though!,0.0,0.0,1
20523,@Wharfephotos gorgeous photo!!! No snow for us 😪,0.0,0.0,1
20524,@Redcarpetents gosh Susie 😚 don't we prefer el sol 🌞 roll on spring Chica y lush cocktails 🍹 have a fab Sunday xx,1.0,1.0,1
20525,@VogelsbreadUK got a loaf of weird half-baked bread from Ocado. Sun+barley 7 Jan date https://t.co/9wu9ZKzYCV,0.0,1.0,1
20526,@Rebecca_AHill  got anything for sat and sun night??? Xxx,0.0,0.0,1
20527,"@pronterjools @littlejomini1 @cercjrccr @Rev_Gareth got here before the snow Julyan, back in Kernow tomorrow thankfully 🙂",1.0,1.0,1
20528,@BBCSouthToday got it right. Snow has hit Cranbrook in Kent. Still a light load though 😂😂😂 https://t.co/zVWEcwABvr,1.0,1.0,1
20529,@RyanCurriex got loads of shit to pay for this year but oh how I would love to groove to J.E.S.u.S in the sun,0.0,0.0,1
20530,@hugheschris30 @SkyeBlue72 @CassyC2107 @GEdelDrake @qutipie17 @Char_M80 got no snow got  rainx,1.0,1.0,1
20531,"@LucyHorobin got snow in Blackheath/Lewisham. Settling on cars &amp; grass, roads &amp; paths are just damp.",1.0,1.0,1
20532,@jayeshp1989 got snow/sleet now,1.0,0.0,1
20533,"@themillies - got some reports of sleet/snow in that area already...you may not get much accumulation, but I think you'll see some.",1.0,1.0,1
20534,#uksnow  SK10 6/10 got some wind mixed with snow now. https://t.co/6Wz7KIXMZ2,1.0,1.0,1
20535,😱 got stuck in the snow!! 😜☃️❄️🌨 can't go to work tomorrow 😂 😂 #snow #stuck #london #gus @… https://t.co/RUDeXt8phD,0.0,0.0,1
20536,@renkadima @awquietrevhfm @PenderynWhisky - got to be done - i'm predicting snow on the Penderyn roof on Thursday - lucky I've got plenty :),0.0,0.0,1
20537,"@pmandrews1973 got to be the same bird as back in Nov, Phil, again with several Ruff, again on receding flood water. Still on site at dusk.",0.0,0.0,1
20538,"@SeanBattySTV , got to go out tomorrow am about 9 what are the chances of snow in Renfrew",0.0,1.0,1
20539,@metoffice got to wait until Friday until snow in North East England . I'm sure we  will get it last haha #BetterLateThanNever,0.0,0.0,1
20540,"got up at half 9 to watch a hockey match in the rain and freezing cold, never again",1.0,0.0,1
20541,@Wonder_Snowy grayt job WS very  few wind zomz arownd no rayn or snow zomz we owt on patwol soon then we wil resum woch #ZSHQ rezt wel pal,0.0,0.0,1
20542,@mstafford ...greased lightning. #gogogogogoogogogogogoog,0.0,0.0,1
20543,"@ZipworldUK, great day staff/location brilliant, even snow X https://t.co/3QNK3NHX8v",1.0,1.0,1
20544,"A3: great food, snow and less tourists than in the summer. Venice in December is great! #dctravchat https://t.co/3WmVOgx61s",0.0,0.0,1
20545,@LucyWeather great forecast tonight never get tired of watching 😉😉,0.0,0.0,1
20546,great now everyone's sc story consists of the snow. have you never seen snow???:))),1.0,1.0,1
20547,@TunnellHot  great pic in the sun mate.,0.0,0.0,1
20548,"@alanshearer great piece in the sun today and perfectly true,they could give a champions league place to winner that'll wake the dummies up.",0.0,0.0,1
20549,@ytimesmotoring @platewave @Jaguar @JaguarUK @JaguarUKPR great shot! I bet you got in every last minute before the snow hit! #heatedseats,0.0,0.0,1
20550,@Clairedore @EspritSki - great snow ❄️❄️❄️#familyski #wiltshour https://t.co/lSeTTaqVwk,1.0,1.0,1
20551,@rosiehatton great snow game,0.0,0.0,1
20552,@SportsMania005 great stream for Sutton v Leeds fox sports 1 HD...cheers lads. Shame about the rain on lens and standard of match so far!,0.0,0.0,1
20553,@AverageMarsXP @Heliobatis801 great thunder storms with it,0.0,0.0,1
20554,#maidwellhall great win for the blue thunder 8-2 https://t.co/fTM6XfXwOU,0.0,0.0,1
20555,@StGsMusic @abbotFox @JoClarke7 @hallmilne54 @TheNutch great work 👍🏻quicker than @usainbolt #Bolt #superfast ⚡️#lightning well done ✅,0.0,0.0,1
20556,@davekidd_ great write up today in the sun paper of one of our greats #jimmy greaves,0.0,0.0,1
20557,💦❄️💦❄️💦❄️💦❄️💦❄️💦❄️ #boblife #bob #greatbritishproblems greatbritishproblems #snow… https://t.co/7LgylFuKll,0.0,0.0,1
20558,"#Midnight greenhouse with #snow @ Bradwell, Staffordshire https://t.co/I9ovWVQpsq",0.0,0.0,1
20559,@DrKRandle greetings Doc. Beautiful sunny day in London. Front lawns are small but very green. Hedges are in bloom &amp; Monkey tree looks great https://t.co/oRsPaYm8ne,0.0,0.0,1
20560,@SHGB001 greetings from Sunny Lancashire -  do you have livin' joy - dreaming please ?,1.0,0.0,1
20561,#LetItShine gressed lightning,0.0,0.0,1
20562,"@baileyaccounts grey, gloomy &amp; cold up here... We have wine, cheesecake &amp; fruit pastilles... We're ready for snow!",1.0,1.0,1
20563,#reflections #nofilter greyskies #onarainyday #rain #dogwalk #burnhamonsea #borderterrier… https://t.co/9vckONb5d0,1.0,1.0,1
20564,"@a_vithanage @reigatebanstead grit while it rains, it gets washed away. Rain turns quickly to snow in rush hr. Impossible to grit that quick",1.0,0.0,1
20565,"#M77 2 gritters on bridge at maidenhill when no snow/ ice then disappear ,should continuously grit in poor conditions, farce @HumzaYousaf",0.0,0.0,1
20566,@reigatebanstead gritting yet? You have known about the snow yet you choose not to act on it till after it? #whypaycounciltax?,0.0,0.0,1
20567,"guess which dickhead told me not to buy a sledge today because it definitely wouldn't snow this week. 

that's right, @thedoveman1982 did! https://t.co/h8Ti0gi5gJ",0.0,0.0,1
20568,#windy gusting to 60mph with possible #snow &amp; possible #StormSurge for parts of the #lincs #coastline @SkegStandard https://t.co/8DUgPL5Ww7,1.0,0.0,1
20569,@sadelta99 gutted. 9yr old never got out of bed so quick and then sulked as no snow ❄,1.0,0.0,1
20570,gym and sun bed was good 👍🏻,0.0,0.0,1
20571,@mr_sean_hunter ha I would swap for sun anytime... Family all good thanks matey,0.0,0.0,1
20572,@surreykate ha! Little miss sunshine! Any snow for us in Wales over the weekend then?? ☃️,1.0,0.0,1
20573,"@campervanliving ha ! My thoughts exactly ! Took off Kirkeness, snow plough front of plane #Widmore  &amp; de-icer  being sprayed at windscreen",0.0,1.0,1
20574,@pipkazan ha ha ha! Runs screaming into the snow....,1.0,1.0,1
20575,"@PrisonPlanet @sunny_hundal ha ha ha Sunny ""left"" he's a neocon.  Centre right Blairite. Or one nation Tory.",0.0,0.0,1
20576,@doodleally @breakwriter @EW2004 @VisitNorwich @TheForumNorwich ha ha it's a snow dragon.,1.0,1.0,1
20577,@sambain16 @FootyAccums ha ha...more chance of getting a sun tan today...😂😂,0.0,0.0,1
20578,@katrinnas ha ha now snow up north yet it's milder than yesterday.,0.0,1.0,1
20579,@JohnIvorHolland ha i had a lovely walk in the rain!,1.0,1.0,1
20580,@JohnDoc_9 @ospreys had a night with no rain and different level!,0.0,0.0,1
20581,@lucyschofieldxo had ma first driving lesson in a downpour lool,1.0,0.0,1
20582,@wire_in_wales had more thunder come out my arse and apparently there's more snow in the toilets of Parliament....😊,0.0,0.0,1
20583,@GEdelDrake @SkyeBlue72 @hugheschris30 @qutipie17 @CassyC2107 @Char_M80 had no more rain none tomorrow  hopefully levels go downx,0.0,0.0,1
20584,@LondonSnowWatch had 15.3mm of rain in December yet 8.2mm so far today in Nottingham! #droughtsOver,1.0,1.0,1
20585,"@GavGordonToGo haha Gav, given how much I hate frost, rain, wind ... aka Winter ... the right offer and I'd be sorely tempted 😂 😂😂",1.0,0.0,1
20586,@KarenBlower1 haha....i'm not impressed...its bad enough when its forecast!!  not much thank goodness..x,0.0,0.0,1
20587,@painphysio haha I just realised I wrote 'in the snow' and not 'on the snow',0.0,0.0,1
20588,@donnalpowell haha I know. Snow is so much faster than dry slopes. You'll have it sorted in a jiffy though. I haven't ski'd for years 😢,0.0,1.0,1
20589,@Basary27 haha I know your dashing snow balls from behind the hedge at people 😂😂😂,1.0,1.0,1
20590,@RyanSaunby haha I'll be happy to just see some snow on the hills 👍,1.0,1.0,1
20591,@PSJF haha! Was hoping for snow. It's the only thing that makes Stevenage look any better,1.0,0.0,1
20592,"@Ryan_D_B @LucasUpton haha!! Yeah but the snow im gonna have is actual snow. Not, there's a dusting on the ground. Cancel everything snow!",0.0,0.0,1
20593,@mrgrahammilne @AndiswaLinda haha bring it on bruver hopefully we get some snow.......if no I don't care I'll have the #svr,0.0,0.0,1
20594,"@markm779 haha, have you seen the forecast for tomorrow night in Glencoe!",0.0,0.0,1
20595,"@mares_tit haha honestly no , I only found out about snow forecast when I saw your angry tweet 😂,I'll be fuckin praying for blizzards now🙏🏻x",0.0,0.0,1
20596,@littledartford haha it's looks promising for snow showers at least 😁,0.0,0.0,1
20597,@Lisette1701 haha its no joke! I just remembered my frozen digits too! We have the possibility of snow in London this week! 😊,0.0,0.0,1
20598,@PaulMorganrugby haha maybe don't hail me...just all come watch our @rbs_6_nations  games and support the girls 😁💪🌹,0.0,0.0,1
20599,@bartig1 haha me too! I'm hoping it's going to rain tomorrow and then it will get clean by itself 😂,0.0,0.0,1
20600,@RaymondChow09 @installed_fear @MoraysecurityPA haha! not a drop if snow here either 😳,0.0,0.0,1
20601,@georgerobbo53 haha not really broke sweat as pissing down with rain ☔️,1.0,1.0,1
20602,"@bucketandsponge @LoveAmbleside @rydalhall @WaterEdgeInn @VisitCumbria @PScully13 haha no!!!!with the kids, after a few pints in the sun🍺🍺🍺🍺",0.0,0.0,1
20603,"@Morrisons haha- rain in Spain.. yeh but this has been a problem for the last 12 months, if not longer...",1.0,1.0,1
20604,@jameswharton @standardnews @Lonmark1980 haha that's ok was only messing hope your having a great birthday in sunny Spain 😎,0.0,0.0,1
20605,"@paulajadenquinn haha wanna be careful over there anyway with all that snow, dont want chapped lips!! 😉",0.0,0.0,1
20606,@wellbuh haha won't even be making a snow ant,0.0,0.0,1
20607,@kwhiteside_  haha wounded how long it would take we need to get @_queencobain to book a Sunny holiday with us this year 🤔🤔,0.0,0.0,1
20608,@mandgil haha you got snow or is it just cold??,0.0,0.0,1
20609,@danhennell hahaha! Aww I'm not going back north until Saturday. I'll probably bring snow with me!,0.0,0.0,1
20610,"@ryaihanny hahaha! What happened with me today was while everyone said, ""See snow!"". I was like, ""where?""

Hope I can see it soon, iA! https://t.co/bk9obKeyys",0.0,0.0,1
20611,@markfunkyfitter @HfdQuarry @Lancaster_Ins hahaha bet it was hitting a wall 😂😂😂😂 once you hit the snow #ClassicCarHour,0.0,0.0,1
20612,@sarahnheaton hahaha thanks! Still wish it would snow here :( send some down next time please!,0.0,0.0,1
20613,@Imms_ hahaha that makes me feel loads better thank you! I'll send you pics of the snow when I'm there and you can mentally cool down,1.0,1.0,1
20614,@rachellisney hahaha totally agree! God forbid it rains we will be flooded! And if there's any sun standby for a drought! 😴😴 xxx,1.0,1.0,1
20615,@Gair_94 hahaha was I fuck🌚 hopefully plenty snow so I can't get in though😂,0.0,0.0,1
20616,@TerriJuniper hahaha we were having cocktails in the sun like those sex in the city ladies. Easy mistake,0.0,0.0,1
20617,@lisa7grs @rachelsgrs @Charlott3_W hail Lisa. The goddess of steel. X,0.0,0.0,1
20618,@bitemespices hail? Not sure I want to know what snow grains are...,1.0,1.0,1
20619,#uksnow CH8 3/10 hail and snow now coming down and sky now full of it,1.0,0.0,1
20620,@Kenny_Dobbin hail hail bro !!!!!!,0.0,0.0,1
20621,@BeetrootBurney hail hail brother 🍀🍀🍀,0.0,0.0,1
20622,@Colettekane20 hail hail have a nice day 👍👍👍☺☺,0.0,0.0,1
20623,@capliverpool @graemeandsarah hail on Dunningsbridge Road and Bebington Wirral,1.0,0.0,1
20624,@smithsonian @amhistorymuseum hail the shadow on the wall...,0.0,0.0,1
20625,@mikemearls halfway through our Adventurers League Storm Kings Thunder.. must be almost time for an announcement on next campain :D,0.0,0.0,1
20626,#Maidwell hall tough day for the blue thunder (u13c) today but the effort cannot be faulted going down to a strong Beachborough side,0.0,0.0,1
20627,"@DoubleMRacing hanging around zero, with a bit of snow forecast for tomorrow ❄️",0.0,0.0,1
20628,@CTFCdevsquad: happen to be driving through Lutterworth yesterday - weather fine bright blue sunny cold raw but no snow. Prepare for BATTLE!,0.0,1.0,1
20629,@thelouisemerick happy Friday Lou! Did you get snow yet? ☃☃☃☃,0.0,0.0,1
20630,"@BankersUmbrella happy New Year to you! I did indeed. Really enjoyed it, even if I didnt make beer tram. No snow but the frost made it white",0.0,0.0,1
20631,#SmallBizMattersDay happy Snow Day to all biz owners- here's something I prepared earlier #igave13 #tfihubday @TonyRobinsonOBE https://t.co/oOnQd7MnrT,0.0,0.0,1
20632,@RachelRoseOB happy bday sunshine ☀️ 🎂 🎉,0.0,0.0,1
20633,"@betsyyxx happy birthday Betsy, you lil' ray of sunshine☀️❤",0.0,1.0,1
20634,@xAngelWingss happy birthday. Have a great day and don't get stuck in any snow,1.0,1.0,1
20635,@sunnybadwal1 happy birthday Sunny bro!!,1.0,1.0,1
20636,@EleanorHarwood happy birthday &amp; enjoy as snow flooding &amp; very cold here,1.0,0.0,1
20637,@celticfc @CelticBot @CelticTV happy birthday bossman 👍🍀💚 hail hail,0.0,0.0,1
20638,@ScottMurphy__ happy birthday from me and Peter big man hail hail #COYBIG 🍀🍀🍀,0.0,0.0,1
20639,happy birthday to the gaffer 🍀🍀🍀 hail hail https://t.co/DrL9Bh4CVI,0.0,0.0,1
20640,@c_mcgg happy birthday 🎂 to your dad hope it's a good one hail hail,0.0,0.0,1
20641,@RealDysonator happy 40th lap round the sun Matt 😄 @absoluteradio,1.0,0.0,1
20642,🏮🏮🎏恭喜發財!!!🎏🏮🏮happy lunar new year!! 💦🎊may the skies rain with the tears of your enemies🎊💦,0.0,0.0,1
20643,"@italisalute @rigmorole happy new year Alan, avoiding the rain is the best plan",1.0,1.0,1
20644,"@Bukyoku_AlSara happy new year, the rain managed to put out most of the fireworks round here! :D",1.0,1.0,1
20645,@goonermarky1 hard frost up north pal but at last we have sunshine 🌞🌞🌞🌞🌞,0.0,0.0,1
20646,@Silvertondevon has a feeling I'm not going to like snow set for this week https://t.co/WtmDxWXFTZ,0.0,0.0,1
20647,"@realDonaldTrump has a feeling that tomorrow the weather in DC, the actual weather, is going to be beautiful! Uumm check the forecast maybe?",0.0,0.0,1
20648,@BBCLdnWeather has a 'yellow warning of snow'. Surely they mean a 'warning of yellow snow' and not to eat it. #TopTip,0.0,0.0,1
20649,@CharlesEButler @Nostalgicshaz @sammy_38 @fltsteve @arienmaia @melfoster666 @DarkDemonHeart @louisawoods2  has anyone got snow ❄?,0.0,0.0,1
20650,"@Katy_Ann_Snake @gaynor9876 @Naykia has anyone got snow, and good morning ☺️",1.0,1.0,1
20651,@JeanEd70 has anyone had snow??,1.0,1.0,1
20652,@Martin_Sausage has been best fun! Love snow,0.0,0.0,1
20653,"#Evie has been out 3x in 10 mins. Still raining! Out, turn around &amp; back in! Desperate for a piddle but not enough to brave the rain! #sigh",1.0,1.0,1
20654,@MFSteveHere #WSteveW has definitely got the edge over #FunWrestling. Its like nitro vs thunder all over again #MustTryHarder @JoyOfBearding,0.0,0.0,1
20655,"@reading_phil has got me all sorted with vitamins to make me feel better, Just need to sort out our holiday now I need sun ☀️🌈 ♥️👫",0.0,0.0,1
20656,"@ThirstyBed hasn't snowed since I got my boy, but if it's not too slippery I'd love to have a canter in the snow! #RiderHour",1.0,1.0,1
20657,#ObamaFareWell has really stolen the thunder off of my leaving...no worries.,0.0,0.0,1
20658,Se23 has snow #uksnow,1.0,1.0,1
20659,@dustindorough has the best puns 😂👌 #snow #doyouwannabuildasnowman #letitgo #ineedtosingfrozennow,1.0,1.0,1
